Sample description: 
Sample:   c= 0 mg/ml  Code: 
  1.648690e+00   4.317785e+00   2.362637e-01
  1.653836e+00   3.824710e+00   2.371182e-01
  1.658983e+00   4.397028e+00   2.348200e-01
  1.664129e+00   4.406134e+00   2.372086e-01
  1.669276e+00   4.145166e+00   2.361016e-01
  1.674422e+00   4.093009e+00   2.344923e-01
  1.679569e+00   4.098570e+00   2.348107e-01
  1.684716e+00   3.333289e+00   2.350392e-01
  1.689862e+00   3.670211e+00   2.328627e-01
  1.695009e+00   3.514293e+00   2.335837e-01
  1.700155e+00   3.469658e+00   2.337896e-01
  1.705302e+00   3.345729e+00   2.324879e-01
  1.710448e+00   3.678812e+00   2.342801e-01
  1.715595e+00   3.431082e+00   2.328847e-01
  1.720741e+00   3.232457e+00   2.311790e-01
  1.725888e+00   3.245023e+00   2.321941e-01
  1.731035e+00   3.338717e+00   2.319016e-01
  1.736181e+00   3.026389e+00   2.303264e-01
  1.741328e+00   3.248228e+00   2.300337e-01
  1.746474e+00   2.988646e+00   2.311081e-01
  1.751621e+00   3.027508e+00   2.296797e-01
  1.756767e+00   3.192749e+00   2.275207e-01
  1.761914e+00   3.302908e+00   2.294471e-01
  1.767061e+00   2.835829e+00   2.264220e-01
  1.772207e+00   3.050758e+00   2.268190e-01
  1.777354e+00   2.737555e+00   2.284326e-01
  1.782500e+00   2.685549e+00   2.273340e-01
  1.787647e+00   2.630502e+00   2.256135e-01
  1.792793e+00   2.610575e+00   2.277897e-01
  1.797940e+00   2.491298e+00   2.259069e-01
  1.803087e+00   2.700956e+00   2.262601e-01
  1.808233e+00   2.634630e+00   2.263656e-01
  1.813380e+00   2.456539e+00   2.255470e-01
  1.818526e+00   2.747334e+00   2.232466e-01
  1.823673e+00   2.502494e+00   2.255167e-01
  1.828819e+00   2.263028e+00   2.242537e-01
  1.833966e+00   2.114349e+00   2.241422e-01
  1.839113e+00   2.006871e+00   2.252866e-01
  1.844259e+00   2.384903e+00   2.243600e-01
  1.849406e+00   2.070747e+00   2.218363e-01
  1.854552e+00   1.936977e+00   2.252380e-01
  1.859699e+00   2.206010e+00   2.244154e-01
  1.864845e+00   2.332311e+00   2.236087e-01
  1.869992e+00   2.380592e+00   2.244714e-01
  1.875139e+00   1.834505e+00   2.232783e-01
  1.880285e+00   2.159878e+00   2.231800e-01
  1.885432e+00   1.956918e+00   2.233149e-01
  1.890578e+00   2.050838e+00   2.224031e-01
  1.895725e+00   1.750997e+00   2.214227e-01
  1.900871e+00   2.019509e+00   2.237502e-01
  1.906018e+00   1.629942e+00   2.219126e-01
  1.911165e+00   1.532512e+00   2.214452e-01
  1.916311e+00   1.872065e+00   2.229209e-01
  1.921458e+00   1.904611e+00   2.223604e-01
  1.926604e+00   1.712609e+00   2.209062e-01
  1.931751e+00   1.789017e+00   2.231353e-01
  1.936897e+00   1.833738e+00   2.212866e-01
  1.942044e+00   1.628953e+00   2.204652e-01
  1.947191e+00   1.754382e+00   2.216558e-01
  1.952337e+00   1.437401e+00   2.208452e-01
  1.957484e+00   1.407163e+00   2.194120e-01
  1.962630e+00   1.421913e+00   2.217027e-01
  1.967777e+00   1.662903e+00   2.208000e-01
  1.972923e+00   1.358248e+00   2.196944e-01
  1.978070e+00   1.398016e+00   2.208015e-01
  1.983217e+00   1.229418e+00   2.196921e-01
  1.988363e+00   1.262159e+00   2.189656e-01
  1.993510e+00   1.263961e+00   2.204947e-01
  1.998656e+00   1.321733e+00   2.200717e-01
  2.003803e+00   1.345492e+00   2.196820e-01
  2.008949e+00   1.433589e+00   2.206880e-01
  2.014096e+00   1.167805e+00   2.190714e-01
  2.019243e+00   8.582131e-01   2.180753e-01
  2.024389e+00   1.383876e+00   2.191653e-01
  2.029536e+00   1.424925e+00   2.188419e-01
  2.034682e+00   1.085726e+00   2.172804e-01
  2.039829e+00   1.192771e+00   2.195671e-01
  2.044975e+00   1.325577e+00   2.183226e-01
  2.050122e+00   1.285734e+00   2.189364e-01
  2.055269e+00   1.183892e+00   2.192654e-01
  2.060415e+00   1.021544e+00   2.187429e-01
  2.065562e+00   1.427799e+00   2.168598e-01
  2.070708e+00   1.107630e+00   2.178254e-01
  2.075855e+00   9.147546e-01   2.175538e-01
  2.081001e+00   1.210638e+00   2.171936e-01
  2.086148e+00   1.511710e+00   2.184267e-01
  2.091295e+00   1.147808e+00   2.175766e-01
  2.096441e+00   1.238891e+00   2.183530e-01
  2.101588e+00   1.082772e+00   2.166006e-01
  2.106734e+00   1.623571e+00   2.176264e-01
  2.111881e+00   1.457642e+00   2.213391e-01
  2.117027e+00   1.005430e+00   2.242982e-01
  2.122174e+00   1.474587e+00   2.256050e-01
  2.127321e+00   1.180260e+00   2.272225e-01
  2.132467e+00   1.238167e+00   2.299210e-01
  2.137614e+00   1.099031e+00   2.299290e-01
  2.142760e+00   6.590551e-01   2.310323e-01
  2.147907e+00   1.319040e+00   2.320096e-01
  2.153053e+00   1.248240e+00   2.328070e-01
  2.158200e+00   8.975365e-01   2.337358e-01
  2.163347e+00   8.705066e-01   2.353758e-01
  2.168493e+00   1.033023e+00   2.348688e-01
  2.173640e+00   7.717744e-01   2.344645e-01
  2.178786e+00   9.839997e-01   2.312293e-01
  2.183933e+00   8.861496e-01   2.304535e-01
  2.189079e+00   1.066282e+00   2.280408e-01
  2.194226e+00   9.380381e-01   2.258838e-01
  2.199373e+00   1.259051e+00   2.259363e-01
  2.204519e+00   1.274719e+00   2.253318e-01
  2.209666e+00   1.068771e+00   2.245920e-01
  2.214812e+00   1.366915e+00   2.245867e-01
  2.219959e+00   7.788984e-01   2.218131e-01
  2.225105e+00   1.253869e+00   2.235055e-01
  2.230252e+00   1.196873e+00   2.236825e-01
  2.235399e+00   1.074342e+00   2.213784e-01
  2.240545e+00   9.052519e-01   2.213768e-01
  2.245692e+00   9.205189e-01   2.219610e-01
  2.250838e+00   7.192035e-01   2.200603e-01
  2.255985e+00   1.534297e+00   2.206292e-01
  2.261131e+00   8.375437e-01   2.210833e-01
  2.266278e+00   1.330811e+00   2.197933e-01
  2.271425e+00   9.822955e-01   2.204859e-01
  2.276571e+00   1.077132e+00   2.202760e-01
  2.281718e+00   9.504099e-01   2.192495e-01
  2.286864e+00   1.171653e+00   2.198234e-01
  2.292011e+00   1.233605e+00   2.198391e-01
  2.297157e+00   1.126973e+00   2.175663e-01
  2.302304e+00   9.503748e-01   2.183529e-01
  2.307451e+00   8.669686e-01   2.199136e-01
  2.312597e+00   1.292709e+00   2.190521e-01
  2.317744e+00   8.191170e-01   2.168444e-01
  2.322890e+00   1.347483e+00   2.187357e-01
  2.328037e+00   1.096153e+00   2.169999e-01
  2.333183e+00   8.790505e-01   2.167820e-01
  2.338330e+00   9.552307e-01   2.178703e-01
  2.343477e+00   1.285376e+00   2.173791e-01
  2.348623e+00   1.115241e+00   2.160461e-01
  2.353770e+00   1.121964e+00   2.176747e-01
  2.358916e+00   1.232814e+00   2.171951e-01
  2.364063e+00   9.477707e-01   2.157455e-01
  2.369209e+00   1.272457e+00   2.166700e-01
  2.374356e+00   8.518020e-01   2.169092e-01
  2.379503e+00   1.178335e+00   2.152864e-01
  2.384649e+00   9.853685e-01   2.169843e-01
  2.389796e+00   6.503950e-01   2.148545e-01
  2.394942e+00   1.250699e+00   2.152381e-01
  2.400089e+00   8.774673e-01   2.175450e-01
  2.405235e+00   1.422168e+00   2.156637e-01
  2.410382e+00   1.476058e+00   2.147198e-01
  2.415529e+00   1.417007e+00   2.150715e-01
  2.420675e+00   1.001650e+00   2.146420e-01
  2.425822e+00   1.170054e+00   2.138947e-01
  2.430968e+00   1.039038e+00   2.151764e-01
  2.436115e+00   1.143205e+00   2.144587e-01
  2.441261e+00   1.014926e+00   2.131551e-01
  2.446408e+00   1.171985e+00   2.150358e-01
  2.451555e+00   1.394481e+00   2.132468e-01
  2.456701e+00   1.158858e+00   2.123899e-01
  2.461848e+00   1.164272e+00   2.140336e-01
  2.466994e+00   1.288936e+00   2.126148e-01
  2.472141e+00   9.914069e-01   2.113460e-01
  2.477287e+00   1.345648e+00   2.130458e-01
  2.482434e+00   1.293093e+00   2.114567e-01
  2.487581e+00   1.407097e+00   2.106400e-01
  2.492727e+00   8.819507e-01   2.123529e-01
  2.497874e+00   1.163069e+00   2.102088e-01
  2.503020e+00   9.913273e-01   2.097367e-01
  2.508167e+00   1.153326e+00   2.101959e-01
  2.513313e+00   8.400791e-01   2.107704e-01
  2.518460e+00   1.447922e+00   2.089303e-01
  2.523606e+00   1.281330e+00   2.115817e-01
  2.528753e+00   1.499323e+00   2.098109e-01
  2.533900e+00   1.310913e+00   2.089704e-01
  2.539046e+00   1.216719e+00   2.100600e-01
  2.544193e+00   1.351885e+00   2.100297e-01
  2.549339e+00   1.376174e+00   2.090014e-01
  2.554486e+00   1.307486e+00   2.107073e-01
  2.559632e+00   1.310971e+00   2.091068e-01
  2.564779e+00   1.320295e+00   2.080750e-01
  2.569926e+00   1.728475e+00   2.099875e-01
  2.575072e+00   1.446902e+00   2.141258e-01
  2.580219e+00   1.533536e+00   2.153735e-01
  2.585365e+00   1.353063e+00   2.178450e-01
  2.590512e+00   1.530301e+00   2.196621e-01
  2.595658e+00   1.547582e+00   2.181247e-01
  2.600805e+00   1.511320e+00   2.169914e-01
  2.605952e+00   1.203938e+00   2.142572e-01
  2.611098e+00   1.698471e+00   2.128985e-01
  2.616245e+00   1.235131e+00   2.136531e-01
  2.621391e+00   1.539904e+00   2.126815e-01
  2.626538e+00   1.443788e+00   2.109676e-01
  2.631684e+00   1.639162e+00   2.120412e-01
  2.636831e+00   1.326073e+00   2.103506e-01
  2.641978e+00   1.199076e+00   2.097482e-01
  2.647124e+00   1.187733e+00   2.118587e-01
  2.652271e+00   1.386192e+00   2.112609e-01
  2.657417e+00   1.557611e+00   2.101470e-01
  2.662564e+00   1.517626e+00   2.114840e-01
  2.667710e+00   1.575438e+00   2.120319e-01
  2.672857e+00   1.329592e+00   2.100472e-01
  2.678004e+00   1.620741e+00   2.105305e-01
  2.683150e+00   1.407576e+00   2.096133e-01
  2.688297e+00   1.550691e+00   2.089582e-01
  2.693443e+00   1.676568e+00   2.104371e-01
  2.698590e+00   1.095368e+00   2.095079e-01
  2.703736e+00   1.384216e+00   2.091508e-01
  2.708883e+00   1.340268e+00   2.099466e-01
  2.714030e+00   1.272434e+00   2.081347e-01
  2.719176e+00   1.773489e+00   2.078673e-01
  2.724323e+00   1.637635e+00   2.096139e-01
  2.729469e+00   1.657407e+00   2.083697e-01
  2.734616e+00   1.585754e+00   2.083385e-01
  2.739762e+00   1.095660e+00   2.077398e-01
  2.744909e+00   1.327142e+00   2.085209e-01
  2.750056e+00   1.565937e+00   2.067301e-01
  2.755202e+00   1.237964e+00   2.082030e-01
  2.760349e+00   1.645916e+00   2.068787e-01
  2.765495e+00   1.608997e+00   2.065277e-01
  2.770642e+00   1.786893e+00   2.076273e-01
  2.775788e+00   1.520062e+00   2.079725e-01
  2.780935e+00   1.264846e+00   2.059884e-01
  2.786082e+00   1.545122e+00   2.078279e-01
  2.791228e+00   1.275438e+00   2.071688e-01
  2.796375e+00   1.254699e+00   2.068059e-01
  2.801521e+00   1.682150e+00   2.069367e-01
  2.806668e+00   1.476877e+00   2.055794e-01
  2.811814e+00   1.639543e+00   2.050416e-01
  2.816961e+00   1.226742e+00   2.092729e-01
  2.822108e+00   1.494655e+00   2.104946e-01
  2.827254e+00   1.270973e+00   2.111840e-01
  2.832401e+00   1.606766e+00   2.125084e-01
  2.837547e+00   1.561324e+00   2.137882e-01
  2.842694e+00   1.494780e+00   2.123255e-01
  2.847840e+00   1.463963e+00   2.122105e-01
  2.852987e+00   1.469851e+00   2.128187e-01
  2.858134e+00   1.398840e+00   2.111308e-01
  2.863280e+00   1.554443e+00   2.122622e-01
  2.868427e+00   1.622747e+00   2.122324e-01
  2.873573e+00   1.633696e+00   2.116605e-01
  2.878720e+00   1.669204e+00   2.120737e-01
  2.883866e+00   1.304418e+00   2.121331e-01
  2.889013e+00   1.596333e+00   2.101445e-01
  2.894160e+00   1.720016e+00   2.104859e-01
  2.899306e+00   1.698527e+00   2.109312e-01
  2.904453e+00   1.194764e+00   2.090204e-01
  2.909599e+00   1.722128e+00   2.106904e-01
  2.914746e+00   1.687629e+00   2.114454e-01
  2.919892e+00   1.401590e+00   2.097532e-01
  2.925039e+00   1.665434e+00   2.115778e-01
  2.930186e+00   1.046846e+00   2.140991e-01
  2.935332e+00   1.820638e+00   2.173672e-01
  2.940479e+00   1.824931e+00   2.202791e-01
  2.945625e+00   1.696055e+00   2.216897e-01
  2.950772e+00   1.886398e+00   2.232514e-01
  2.955918e+00   1.343534e+00   2.247663e-01
  2.961065e+00   1.527797e+00   2.259075e-01
  2.966212e+00   1.880882e+00   2.273938e-01
  2.971358e+00   1.399231e+00   2.295383e-01
  2.976505e+00   1.058058e+00   2.295322e-01
  2.981651e+00   1.459805e+00   2.295575e-01
  2.986798e+00   1.500928e+00   2.338902e-01
  2.991944e+00   1.734494e+00   2.332051e-01
  2.997091e+00   1.537359e+00   2.282239e-01
  3.002238e+00   1.535222e+00   2.270811e-01
  3.007384e+00   1.690076e+00   2.245098e-01
  3.012531e+00   1.401735e+00   2.225171e-01
  3.017677e+00   1.066840e+00   2.224247e-01
  3.022824e+00   1.304494e+00   2.225333e-01
  3.027970e+00   1.713422e+00   2.204759e-01
  3.033117e+00   1.387586e+00   2.216140e-01
  3.038264e+00   1.522425e+00   2.216872e-01
  3.043410e+00   1.214833e+00   2.195744e-01
  3.048557e+00   1.628407e+00   2.208415e-01
  3.053703e+00   1.501814e+00   2.216462e-01
  3.058850e+00   1.696606e+00   2.210505e-01
  3.063996e+00   1.632270e+00   2.212610e-01
  3.069143e+00   1.633208e+00   2.209748e-01
  3.074290e+00   1.463456e+00   2.192327e-01
  3.079436e+00   1.337431e+00   2.200532e-01
  3.084583e+00   1.624393e+00   2.200135e-01
  3.089729e+00   1.497544e+00   2.192803e-01
  3.094876e+00   1.880045e+00   2.200632e-01
  3.100022e+00   1.664240e+00   2.198368e-01
  3.105169e+00   1.658548e+00   2.184808e-01
  3.110316e+00   1.511316e+00   2.195753e-01
